,title,authors,filename,referencecount,abstract_length,acronym_presence,content_references,equations,figures,pages,paragraphs,sections,subsections,subsubsections,tables,title_length,words,referencecount_per_page,figures_tables_per_page,equations_per_page,subsections_per_page,citationcount
140,Partially Exchangeable Networks and Architectures for Learning Summary Statistics in Approximate Bayesian Computation,8,Partially Exchangeable Networks and Architectures for Learning Summary Statistics in Approximate Bayesian Computation,38,115,False,124,32,38,16,1,7,14,2,42,117,8604,2.375,5.0,2.0,0.875,30
141,Personalized Federated Learning through Local Memorization,8,Personalized Federated Learning through Local Memorization,70,167,False,222,36,14,23,1,10,5,0,6,58,12913,3.0434782608695654,0.8695652173913043,1.565217391304348,0.21739130434782608,54
142,Plug & Play Attacks: Towards Robust and Flexible Model Inversion Attacks,8,Plug  Play Attacks Towards Robust and Flexible Model Inversion Attacks,51,1,False,86,84,33,24,0,10,19,0,20,71,15418,2.125,2.2083333333333335,3.5,0.7916666666666666,34
143,Poolingformer: Long Document Modeling with Pooling Attention,8,Poolingformer Long Document Modeling with Pooling Attention,44,138,False,101,24,7,10,0,6,6,7,14,59,7186,4.4,2.1,2.4,0.6,80
144,Predictive Coding for Locally-Linear Control,8,Predictive Coding for Locally-Linear Control,49,160,False,74,84,5,18,0,12,24,6,2,44,10312,2.7222222222222223,0.3888888888888889,4.666666666666667,1.3333333333333333,22
145,Privacy Aware Offloading of Deep Neural Networks,8,Privacy Aware Offloading of Deep Neural Networks,16,89,False,13,0,45,3,0,8,1,1,10,48,2155,5.333333333333333,18.333333333333332,0.0,0.3333333333333333,18
146,Probabilistic Sequential Shrinking: A Best Arm Identification Algorithm for Stochastic Bandits with Corruptions,8,Probabilistic Sequential Shrinking A Best Arm Identification Algorithm for Stochastic Bandits with Corruptions,32,220,False,70,154,22,22,0,11,13,0,4,110,12792,1.4545454545454546,1.1818181818181819,7.0,0.5909090909090909,10
147,Prompting Decision Transformer for Few-Shot Policy Generalization,8,Prompting Decision Transformer for Few-Shot Policy Generalization,43,155,False,81,6,24,15,8,10,15,0,14,65,8748,2.8666666666666667,2.533333333333333,0.4,1.0,73
148,Provably Correct Optimization and Exploration with Non-linear Policies,8,Provably Correct Optimization and Exploration with Non-linear Policies,44,1,False,101,320,15,42,9,14,17,3,6,70,19142,1.0476190476190477,0.5,7.619047619047619,0.40476190476190477,12
150,Quantization Algorithms for Random Fourier Features,8,Quantization Algorithms for Random Fourier Features,72,270,False,46,170,104,34,0,9,26,0,4,51,15887,2.1176470588235294,3.176470588235294,5.0,0.7647058823529411,11
151,ROMA: Multi-Agent Reinforcement Learning with Emergent Roles,8,ROMA Multi-Agent Reinforcement Learning with Emergent Roles,68,149,True,54,74,51,18,0,10,14,0,4,59,10590,3.7777777777777777,3.0555555555555554,4.111111111111111,0.7777777777777778,149
152,Randomized Dimensionality Reduction for Facility Location and Single-Linkage Clustering,8,Randomized Dimensionality Reduction for Facility Location and Single-Linkage Clustering,28,180,False,64,130,14,25,11,14,14,0,0,87,20192,1.12,0.56,5.2,0.56,6
153,Reconstructing Nonlinear Dynamical Systems from Multi-Modal Time Series,8,Reconstructing Nonlinear Dynamical Systems from Multi-Modal Time Series,100,202,False,117,96,24,21,5,9,15,0,0,71,15090,4.761904761904762,1.1428571428571428,4.571428571428571,0.7142857142857143,12
154,Regret Minimization with Performative Feedback,8,Regret Minimization with Performative Feedback,44,197,False,94,134,12,36,15,12,23,0,0,46,15390,1.2222222222222223,0.3333333333333333,3.7222222222222223,0.6388888888888888,24
155,Reliable Measures of Spread in High Dimensional Latent Spaces,8,Reliable Measures of Spread in High Dimensional Latent Spaces,43,141,False,67,40,40,15,5,12,16,0,22,61,9461,2.8666666666666667,4.133333333333334,2.6666666666666665,1.0666666666666667,0
156,Resource Allocation in Multi-armed Bandit Exploration: Overcoming Nonlinear Scaling with Adaptive Parallelism,8,Resource Allocation in Multi-armed Bandit Exploration Overcoming Nonlinear Scaling with Adaptive Parallelism,39,229,False,107,121,42,27,0,12,14,0,0,108,17130,1.4444444444444444,1.5555555555555556,4.481481481481482,0.5185185185185185,5
157,Revisiting Fundamentals of Experience Replay,8,Revisiting Fundamentals of Experience Replay,58,141,False,138,2,60,19,5,14,16,0,6,44,9561,3.0526315789473686,3.473684210526316,0.10526315789473684,0.8421052631578947,179
158,Ripple Attention for Visual Perception with Sub-quadratic Complexity,8,Ripple Attention for Visual Perception with Sub-quadratic Complexity,70,134,False,173,38,16,18,24,13,20,0,16,68,12227,3.888888888888889,1.7777777777777777,2.111111111111111,1.1111111111111112,3
159,Robust Learning-Augmented Caching: An Experimental Study,8,Robust Learning-Augmented Caching An Experimental Study,28,160,False,103,2,13,14,11,9,7,0,0,55,8777,2.0,0.9285714285714286,0.14285714285714285,0.5,12
160,Robustifying Sequential Neural Processes,8,Robustifying Sequential Neural Processes,32,169,False,219,12,33,18,0,29,40,23,16,40,8830,1.7777777777777777,2.7222222222222223,0.6666666666666666,2.2222222222222223,24
161,SGA: A Robust Algorithm for Partial Recovery of Tree-Structured Graphical Models with Noisy Samples,8,SGA A Robust Algorithm for Partial Recovery of Tree-Structured Graphical Models with Noisy Samples,39,183,True,181,110,39,23,0,18,13,3,0,98,14215,1.6956521739130435,1.6956521739130435,4.782608695652174,0.5652173913043478,9
165,Second-order regression models exhibit progressive sharpening to the edge of stability,8,Second-order regression models exhibit progressive sharpening to the edge of stability,28,184,False,70,660,130,26,0,18,38,8,0,86,14307,1.0769230769230769,5.0,25.384615384615383,1.4615384615384615,16
166,Self-PU: Self Boosted and Calibrated Positive-Unlabeled Training,8,Self-PU Self Boosted and Calibrated Positive-Unlabeled Training,34,171,True,42,42,12,11,0,5,10,15,14,63,7285,3.090909090909091,2.3636363636363638,3.8181818181818183,0.9090909090909091,61
167,Semiparametric Nonlinear Bipartite Graph Representation Learning with Provable Guarantees,8,Semiparametric Nonlinear Bipartite Graph Representation Learning with Provable Guarantees,74,220,False,133,434,18,59,2,9,19,0,8,89,24492,1.2542372881355932,0.4406779661016949,7.3559322033898304,0.3220338983050847,7
168,Shedding a PAC-Bayesian Light on Adaptive Sliced-Wasserstein Distances,8,Shedding a PAC-Bayesian Light on Adaptive Sliced-Wasserstein Distances,74,144,True,189,148,32,23,1,9,17,1,6,70,15053,3.217391304347826,1.6521739130434783,6.434782608695652,0.7391304347826086,6
169,Simultaneous Inference for Massive Data: Distributed Bootstrap,8,Simultaneous Inference for Massive Data Distributed Bootstrap,32,81,False,37,324,33,50,0,11,15,0,2,61,23422,0.64,0.7,6.48,0.3,14
170,Small-GAN: Speeding Up GAN Training Using Core-sets,8,Small-GAN Speeding Up GAN Training Using Core-sets,76,164,True,138,8,0,12,5,7,16,0,14,50,6451,6.333333333333333,1.1666666666666667,0.6666666666666666,1.3333333333333333,52
171,Sparse Convex Optimization via Adaptively Regularized Hard Thresholding,8,Sparse Convex Optimization via Adaptively Regularized Hard Thresholding,42,211,False,54,216,16,41,9,7,18,9,4,71,14547,1.024390243902439,0.4878048780487805,5.2682926829268295,0.43902439024390244,12
172,Spectrally approximating large graphs with smaller graphs,8,Spectrally approximating large graphs with smaller graphs,45,104,False,32,132,18,22,6,7,12,0,0,57,9638,2.0454545454545454,0.8181818181818182,6.0,0.5454545454545454,80
173,State Relevance for Off-Policy Evaluation,8,State Relevance for Off-Policy Evaluation,25,83,False,60,96,46,20,11,14,17,0,6,41,12165,1.25,2.6,4.8,0.85,3
174,Stochastic Deep Networks with Linear Competing Units for Model-Agnostic Meta-Learning,8,Stochastic Deep Networks with Linear Competing Units for Model-Agnostic Meta-Learning,45,131,False,128,32,20,12,0,16,22,11,16,85,7417,3.75,3.0,2.6666666666666665,1.8333333333333333,6
175,Stochastic Variance-Reduced Policy Gradient,8,Stochastic Variance-Reduced Policy Gradient,46,166,False,115,111,6,23,4,14,11,0,2,43,13369,2.0,0.34782608695652173,4.826086956521739,0.4782608695652174,156
177,"Style Tokens: Unsupervised Style Modeling, Control and Transfer in End-to-End Speech Synthesis",8,Style Tokens Unsupervised Style Modeling Control and Transfer in End-to-End Speech Synthesis,32,128,False,68,0,98,11,0,14,24,16,16,92,6918,2.909090909090909,10.363636363636363,0.0,2.1818181818181817,709
178,Supervised Metric Learning to Rank for Retrieval via Contextual Similarity Optimization,8,Supervised Metric Learning to Rank for Retrieval via Contextual Similarity Optimization,51,131,False,133,102,94,33,0,15,23,3,20,87,18197,1.5454545454545454,3.4545454545454546,3.090909090909091,0.696969696969697,1
179,TAN without a burn: Scaling Laws of DP-SGD,8,TAN without a burn Scaling Laws of DP-SGD,57,161,True,262,44,46,13,34,15,22,0,24,41,8518,4.384615384615385,5.384615384615385,3.3846153846153846,1.6923076923076923,27
180,Team Belief DAG: Generalizing the Sequence Form to Team Games for Fast Computation of Correlated Team Max-Min Equilibria via Regret Minimization,8,Team Belief DAG Generalizing the Sequence Form to Team Games for Fast Computation of Correlated Team Max-Min Equilibria via Regret Minimization,41,214,True,89,18,2,23,0,14,5,0,0,143,15221,1.7826086956521738,0.08695652173913043,0.782608695652174,0.21739130434782608,7
181,Test-time Adaptation with Slot-Centric Models,8,Test-time Adaptation with Slot-Centric Models,94,158,False,227,4,30,16,36,11,13,7,14,45,11420,5.875,2.75,0.25,0.8125,7
184,The case for 4-bit precision: k-bit Inference Scaling Laws,8,The case for 4-bit precision k-bit Inference Scaling Laws,55,204,False,91,16,45,24,9,12,10,0,2,57,10732,2.2916666666666665,1.9583333333333333,0.6666666666666666,0.4166666666666667,96
185,Three Operator Splitting with a Nonconvex Loss Function,8,Three Operator Splitting with a Nonconvex Loss Function,54,140,False,144,294,7,27,0,13,7,0,0,55,11740,2.0,0.25925925925925924,10.88888888888889,0.25925925925925924,8
186,Topological Data Analysis of Decision Boundaries with Application to Model Selection,8,Topological Data Analysis of Decision Boundaries with Application to Model Selection,29,74,False,48,20,76,17,3,11,8,0,24,84,8525,1.7058823529411764,5.882352941176471,1.1764705882352942,0.47058823529411764,38
187,Towards Fast Computation of Certified Robustness for ReLU Networks,8,Towards Fast Computation of Certified Robustness for ReLU Networks,55,1,False,81,198,4,26,4,21,27,9,34,66,17426,2.1153846153846154,1.4615384615384615,7.615384615384615,1.0384615384615385,643
188,Towards understanding how momentum improves generalization in deep learning,8,Towards understanding how momentum improves generalization in deep learning,51,1,False,111,1622,73,76,41,25,50,28,18,75,32162,0.6710526315789473,1.1973684210526316,21.342105263157894,0.6578947368421053,20
189,Training Your Sparse Neural Network Better with Any Mask,8,Training Your Sparse Neural Network Better with Any Mask,53,199,False,101,0,30,12,9,7,11,0,10,56,7986,4.416666666666667,3.3333333333333335,0.0,0.9166666666666666,22
190,Tree Edit Distance Learning via Adaptive Symbol Embeddings,8,Tree Edit Distance Learning via Adaptive Symbol Embeddings,42,197,False,111,14,2,12,0,7,5,0,2,58,8472,3.5,0.3333333333333333,1.1666666666666667,0.4166666666666667,21
192,Understanding and Utilizing Deep Neural Networks Trained with Noisy Labels,8,Understanding and Utilizing Deep Neural Networks Trained with Noisy Labels,33,139,False,69,54,24,13,0,10,8,0,4,74,9619,2.5384615384615383,2.1538461538461537,4.153846153846154,0.6153846153846154,325
193,Unique Properties of Wide Minima in Deep Networks,8,Unique Properties of Wide Minima in Deep Networks,27,184,False,52,272,32,25,3,18,8,0,2,49,14264,1.08,1.36,10.88,0.32,3
194,Unsupervised Skill Discovery with Bottleneck Option Learning,8,Unsupervised Skill Discovery with Bottleneck Option Learning,46,108,False,132,22,162,20,0,16,14,0,0,60,12710,2.3,8.1,1.1,0.7,25
195,Value Alignment Verification,8,Value Alignment Verification,49,171,False,68,102,47,26,7,15,20,6,0,28,17528,1.8846153846153846,1.8076923076923077,3.923076923076923,0.7692307692307693,24
196,Variational Nearest Neighbor Gaussian Processes,8,Variational Nearest Neighbor Gaussian Processes,49,138,False,111,78,29,17,12,9,14,3,6,47,10620,2.8823529411764706,2.0588235294117645,4.588235294117647,0.8235294117647058,14
197,Warm-starting Contextual Bandits: Robustly Combining Supervised and Bandit Feedback,8,Warm-starting Contextual Bandits Robustly Combining Supervised and Bandit Feedback,29,83,False,31,149,373,42,23,18,4,1,0,82,19282,0.6904761904761905,8.880952380952381,3.5476190476190474,0.09523809523809523,23
199,Why bigger is not always better: on finite and infinite neural networks,8,Why bigger is not always better on finite and infinite neural networks,18,181,False,43,188,11,20,0,11,9,1,0,70,10773,0.9,0.55,9.4,0.45,46
200,Zero-Shot Knowledge Distillation from a Decision-Based Black-Box Model,8,Zero-Shot Knowledge Distillation from a Decision-Based Black-Box Model,52,228,False,49,20,37,16,0,6,13,9,22,70,10602,3.25,3.6875,1.25,0.8125,32
201,(Locally) Differentially Private Combinatorial Semi-Bandits,8,Locally Differentially Private Combinatorial Semi-Bandits,49,191,False,122,113,0,20,0,7,14,0,2,59,12580,2.45,0.1,5.65,0.7,17
202,A Differentiable Gaussian-like Distribution on Hyperbolic Space for Gradient-Based Learning,8,A Differentiable Gaussian-like Distribution on Hyperbolic Space for Gradient-Based Learning,27,123,False,47,62,66,20,0,12,18,0,14,91,8260,1.35,4.0,3.1,0.9,15
204,A Modular Analysis of Provable Acceleration via Polyak's Momentum: Training a Wide ReLU Network and a Deep Linear Network,8,A Modular Analysis of Provable Acceleration via Polyaks Momentum Training a Wide ReLU Network and a Deep Linear Network,110,230,False,149,430,6,38,0,14,18,0,4,120,21571,2.8947368421052633,0.2631578947368421,11.31578947368421,0.47368421052631576,18
205,A Rigorous Study of Integrated Gradients Method and Extensions to Internal Neuron Attributions,8,A Rigorous Study of Integrated Gradients Method and Extensions to Internal Neuron Attributions,41,199,False,195,58,35,25,0,22,15,0,2,94,15614,1.64,1.48,2.32,0.6,34
207,A data-driven approach for learning to control computers,8,A data-driven approach for learning to control computers,32,168,False,78,0,42,17,9,6,9,0,4,56,9498,1.8823529411764706,2.7058823529411766,0.0,0.5294117647058824,49
208,ASAM: Adaptive Sharpness-Aware Minimization for Scale-Invariant Learning of Deep Neural Networks,8,ASAM Adaptive Sharpness-Aware Minimization for Scale-Invariant Learning of Deep Neural Networks,42,106,True,115,53,21,13,0,9,5,0,20,95,7876,3.230769230769231,3.1538461538461537,4.076923076923077,0.38461538461538464,177
209,Acceleration of SVRG and Katyusha X by Inexact Preconditioning,8,Acceleration of SVRG and Katyusha X by Inexact Preconditioning,32,149,True,38,214,27,18,0,12,5,0,0,62,10537,1.7777777777777777,1.5,11.88888888888889,0.2777777777777778,6
210,Active Sampling for Min-Max Fairness,8,Active Sampling for Min-Max Fairness,47,103,False,172,19,22,13,5,10,4,0,2,36,9095,3.6153846153846154,1.8461538461538463,1.4615384615384615,0.3076923076923077,34
211,Adaptive scale-invariant online algorithms for learning linear models,8,Adaptive scale-invariant online algorithms for learning linear models,30,143,False,80,119,22,21,12,13,2,0,4,69,12554,1.4285714285714286,1.2380952380952381,5.666666666666667,0.09523809523809523,27
212,Adversarial Generation of Time-Frequency Features with application in audio synthesis,8,Adversarial Generation of Time-Frequency Features with application in audio synthesis,66,140,False,75,48,28,13,8,10,5,0,4,85,9178,5.076923076923077,2.4615384615384617,3.6923076923076925,0.38461538461538464,60
214,Almost Unsupervised Text to Speech and Automatic Speech Recognition,8,Almost Unsupervised Text to Speech and Automatic Speech Recognition,48,203,False,106,36,8,11,9,7,9,0,8,67,8055,4.363636363636363,1.4545454545454546,3.272727272727273,0.8181818181818182,92
215,An Estimation and Analysis Framework for the Rasch Model,8,An Estimation and Analysis Framework for the Rasch Model,37,137,False,68,134,16,9,9,10,11,2,4,56,6793,4.111111111111111,2.2222222222222223,14.88888888888889,1.2222222222222223,6
