,referencecount,abstract_length,acronym_presence,content_references,equations,figures,pages,paragraphs,sections,subsections,subsubsections,tables,title_length,words,referencecount_per_page,figures_tables_per_page,equations_per_page,subsections_per_page,citationcount
259,66,159,False,146,28,39,29,11,14,18,3,4,39,14740,2.2758620689655173,1.4827586206896552,0.9655172413793104,0.6206896551724138,2
260,58,1,True,89,172,4,33,43,17,34,0,0,109,19211,1.7575757575757576,0.12121212121212122,5.212121212121212,1.0303030303030303,67
261,40,141,False,120,84,62,23,0,14,35,0,8,52,12839,1.7391304347826086,3.0434782608695654,3.652173913043478,1.5217391304347827,10
264,65,161,False,112,22,19,21,12,15,9,0,4,32,12975,3.0952380952380953,1.0952380952380953,1.0476190476190477,0.42857142857142855,1
266,76,1,False,87,297,18,31,6,14,13,0,0,104,13448,2.4516129032258065,0.5806451612903226,9.580645161290322,0.41935483870967744,850
267,40,125,False,106,22,36,16,0,7,5,4,4,99,4997,2.5,2.5,1.375,0.3125,393
268,64,177,False,70,44,26,16,0,8,13,0,6,86,11005,4.0,2.0,2.75,0.8125,18
269,42,200,False,102,20,61,20,11,13,10,5,10,66,12067,2.1,3.55,1.0,0.5,15
270,61,165,False,141,28,51,17,0,13,12,0,14,67,9201,3.588235294117647,3.823529411764706,1.6470588235294117,0.7058823529411765,86
271,57,170,False,66,58,30,16,4,8,12,5,18,97,9487,3.5625,3.0,3.625,0.75,18
272,55,181,False,70,272,33,30,0,12,18,0,10,63,18010,1.8333333333333333,1.4333333333333333,9.066666666666666,0.6,71
273,35,154,False,50,26,36,14,0,10,4,0,16,56,9806,2.5,3.7142857142857144,1.8571428571428572,0.2857142857142857,113
275,36,136,True,48,82,15,13,0,7,14,0,4,59,8038,2.769230769230769,1.4615384615384615,6.3076923076923075,1.0769230769230769,322
276,68,179,False,252,32,24,12,22,12,14,0,36,50,7922,5.666666666666667,5.0,2.6666666666666665,1.1666666666666667,116
277,53,210,False,101,8,22,12,0,6,6,0,12,54,9341,4.416666666666667,2.8333333333333335,0.6666666666666666,0.5,87
279,56,179,False,302,24,118,25,0,20,22,14,28,66,12606,2.24,5.84,0.96,0.88,4
282,56,159,False,35,187,16,30,16,9,9,0,2,28,11259,1.8666666666666667,0.6,6.233333333333333,0.3,10
284,33,141,False,135,31,26,15,13,9,18,0,4,83,9680,2.2,2.0,2.066666666666667,1.2,5
285,39,209,False,65,54,22,15,11,11,8,0,18,82,9425,2.6,2.6666666666666665,3.6,0.5333333333333333,22
287,56,123,False,130,62,12,16,1,13,6,5,6,70,10097,3.5,1.125,3.875,0.375,15
288,59,152,False,108,62,42,20,0,12,13,0,0,63,10627,2.95,2.1,3.1,0.65,50
290,98,228,True,131,70,9,67,7,10,24,4,0,46,34873,1.462686567164179,0.13432835820895522,1.044776119402985,0.3582089552238806,283
291,63,1,True,108,64,17,13,12,11,6,0,4,37,8084,4.846153846153846,1.6153846153846154,4.923076923076923,0.46153846153846156,40
292,75,184,False,89,134,21,17,0,11,7,5,10,56,11447,4.411764705882353,1.8235294117647058,7.882352941176471,0.4117647058823529,23
293,55,166,False,100,6,18,33,11,9,19,0,14,89,16513,1.6666666666666667,0.9696969696969697,0.18181818181818182,0.5757575757575758,592
294,52,156,False,45,104,23,15,3,8,7,0,4,49,10881,3.466666666666667,1.8,6.933333333333334,0.4666666666666667,5
295,76,141,False,99,22,9,12,0,5,7,0,6,64,8994,6.333333333333333,1.25,1.8333333333333333,0.5833333333333334,10
296,39,185,False,88,45,68,21,10,12,10,0,6,106,11972,1.8571428571428572,3.5238095238095237,2.142857142857143,0.47619047619047616,61
297,27,104,False,36,85,35,12,0,11,6,0,2,61,7190,2.25,3.0833333333333335,7.083333333333333,0.5,1
298,38,95,False,60,0,30,10,0,7,5,0,2,57,5336,3.8,3.2,0.0,0.5,34
299,31,181,False,73,12,25,12,5,8,9,0,8,35,6888,2.5833333333333335,2.75,1.0,0.75,127
300,19,99,False,51,28,19,11,2,11,8,0,0,80,7879,1.7272727272727273,1.7272727272727273,2.5454545454545454,0.7272727272727273,3
301,34,119,False,210,28,26,16,0,16,16,0,20,34,8814,2.125,2.875,1.75,1.0,100
302,64,1,False,115,76,42,49,26,11,8,8,0,90,29283,1.3061224489795917,0.8571428571428571,1.5510204081632653,0.16326530612244897,98
305,53,1,False,181,447,0,54,16,11,39,12,0,49,22846,0.9814814814814815,0.0,8.277777777777779,0.7222222222222222,62
306,52,168,False,3,22,17,16,0,11,10,0,4,75,10309,3.25,1.3125,1.375,0.625,2
308,71,170,False,87,64,12,22,21,14,14,0,2,58,14355,3.227272727272727,0.6363636363636364,2.909090909090909,0.6363636363636364,7
309,39,184,False,67,248,28,22,3,9,20,4,2,90,13711,1.7727272727272727,1.3636363636363635,11.272727272727273,0.9090909090909091,1
310,40,139,False,50,100,12,22,4,11,10,1,0,44,9404,1.8181818181818181,0.5454545454545454,4.545454545454546,0.45454545454545453,50
311,42,152,False,58,9,14,26,0,10,10,0,0,67,11388,1.6153846153846154,0.5384615384615384,0.34615384615384615,0.38461538461538464,31
312,35,123,False,67,52,25,13,4,11,9,0,4,45,8554,2.6923076923076925,2.230769230769231,4.0,0.6923076923076923,25
313,39,127,False,37,8,39,11,0,6,5,0,0,67,8074,3.5454545454545454,3.5454545454545454,0.7272727272727273,0.45454545454545453,179
314,48,99,False,141,121,73,22,30,9,21,0,2,58,12118,2.1818181818181817,3.409090909090909,5.5,0.9545454545454546,54
317,36,150,True,128,0,96,13,0,16,26,0,16,71,9194,2.769230769230769,8.615384615384615,0.0,2.0,17
318,32,111,False,23,19,39,11,0,7,5,0,4,65,6035,2.909090909090909,3.909090909090909,1.7272727272727273,0.45454545454545453,3
321,30,167,False,156,196,72,10,2,36,26,8,40,75,7363,3.0,11.2,19.6,2.6,13
322,41,119,False,200,149,58,22,13,12,15,3,12,30,13065,1.8636363636363635,3.1818181818181817,6.7727272727272725,0.6818181818181818,18
323,49,139,False,65,132,26,19,0,14,27,0,30,80,12818,2.5789473684210527,2.9473684210526314,6.947368421052632,1.4210526315789473,51
324,44,203,True,45,128,47,20,0,11,14,0,8,62,12274,2.2,2.75,6.4,0.7,3
325,115,154,False,297,242,13,51,0,14,9,0,2,87,25588,2.2549019607843137,0.29411764705882354,4.745098039215686,0.17647058823529413,45
326,32,189,False,98,130,6,29,0,7,15,3,2,29,12196,1.103448275862069,0.27586206896551724,4.482758620689655,0.5172413793103449,16
327,45,139,False,74,162,43,20,0,13,11,0,0,83,11906,2.25,2.15,8.1,0.55,51
328,19,146,False,36,118,37,22,0,8,10,0,6,73,11894,0.8636363636363636,1.9545454545454546,5.363636363636363,0.45454545454545453,165
330,34,185,False,28,58,19,11,0,10,15,0,2,64,7735,3.090909090909091,1.9090909090909092,5.2727272727272725,1.3636363636363635,17
332,56,158,False,165,26,6,22,8,14,24,2,32,65,13517,2.5454545454545454,1.7272727272727273,1.1818181818181819,1.0909090909090908,4
333,35,188,False,107,220,9,21,0,7,17,4,2,65,12650,1.6666666666666667,0.5238095238095238,10.476190476190476,0.8095238095238095,28
334,72,154,False,88,258,56,40,3,10,13,13,2,94,19219,1.8,1.45,6.45,0.325,57
335,96,184,False,190,51,66,29,5,14,22,6,18,63,15665,3.310344827586207,2.896551724137931,1.7586206896551724,0.7586206896551724,687
336,33,142,True,60,120,6,17,0,11,3,0,6,108,11127,1.9411764705882353,0.7058823529411765,7.0588235294117645,0.17647058823529413,12
337,49,0,False,52,28,0,18,16,5,5,0,0,32,11399,2.7222222222222223,0.0,1.5555555555555556,0.2777777777777778,4
338,70,118,False,131,184,34,21,1,13,16,6,0,51,11092,3.3333333333333335,1.619047619047619,8.761904761904763,0.7619047619047619,14
339,64,156,False,85,18,23,14,6,10,18,3,8,51,9333,4.571428571428571,2.2142857142857144,1.2857142857142858,1.2857142857142858,215
340,49,122,False,266,4,803,26,6,23,31,0,2,77,8083,1.8846153846153846,30.96153846153846,0.15384615384615385,1.1923076923076923,10
341,26,138,False,77,35,53,24,24,10,11,2,6,63,13488,1.0833333333333333,2.4583333333333335,1.4583333333333333,0.4583333333333333,2
342,70,110,False,56,24,28,16,25,9,7,0,6,41,7691,4.375,2.125,1.5,0.4375,93
343,46,189,False,80,122,30,19,0,12,17,0,10,59,12484,2.4210526315789473,2.1052631578947367,6.421052631578948,0.8947368421052632,72
345,40,127,False,142,34,154,22,18,17,3,0,20,78,10551,1.8181818181818181,7.909090909090909,1.5454545454545454,0.13636363636363635,54
346,38,149,True,124,138,10,30,9,12,5,0,4,64,12913,1.2666666666666666,0.4666666666666667,4.6,0.16666666666666666,18
347,23,71,False,36,462,38,49,30,30,56,18,4,60,23200,0.46938775510204084,0.8571428571428571,9.428571428571429,1.1428571428571428,5
348,67,183,True,99,20,78,16,0,17,41,4,4,55,9935,4.1875,5.125,1.25,2.5625,86
349,53,165,False,119,22,23,14,0,12,7,0,4,75,10243,3.7857142857142856,1.9285714285714286,1.5714285714285714,0.5,44
350,49,148,True,116,90,18,12,0,13,25,0,8,48,8097,4.083333333333333,2.1666666666666665,7.5,2.0833333333333335,1
351,44,171,False,133,197,12,16,0,12,6,0,6,109,9743,2.75,1.125,12.3125,0.375,33
352,57,153,False,438,23,23,20,0,11,10,0,32,96,14533,2.85,2.75,1.15,0.5,1314
353,40,157,True,66,88,61,22,0,13,17,3,2,69,10260,1.8181818181818181,2.8636363636363638,4.0,0.7727272727272727,184
354,58,153,False,291,2,43,27,0,21,5,0,50,84,18177,2.1481481481481484,3.4444444444444446,0.07407407407407407,0.18518518518518517,29
355,61,171,False,117,470,6,55,23,14,24,3,2,69,25551,1.1090909090909091,0.14545454545454545,8.545454545454545,0.43636363636363634,40
356,62,207,False,71,114,24,17,0,15,7,0,8,74,10928,3.6470588235294117,1.8823529411764706,6.705882352941177,0.4117647058823529,4
357,33,113,False,162,45,50,24,3,14,8,2,2,101,11208,1.375,2.1666666666666665,1.875,0.3333333333333333,138
358,49,202,True,72,203,27,23,5,18,21,0,2,39,12346,2.130434782608696,1.2608695652173914,8.826086956521738,0.9130434782608695,300
359,86,175,False,256,48,12,24,6,40,52,0,124,75,16945,3.5833333333333335,5.666666666666667,2.0,2.1666666666666665,84
360,72,1,False,153,65,48,19,13,10,14,0,16,56,12111,3.789473684210526,3.3684210526315788,3.4210526315789473,0.7368421052631579,30
362,114,160,False,318,422,34,61,15,14,23,10,8,36,36174,1.8688524590163935,0.6885245901639344,6.918032786885246,0.3770491803278688,13
363,47,174,False,61,4,23,10,10,6,7,0,0,44,7219,4.7,2.3,0.4,0.7,326
366,25,205,False,76,74,0,10,4,8,6,0,2,86,7603,2.5,0.2,7.4,0.6,5
367,73,175,False,105,205,16,23,5,17,23,0,0,94,16700,3.1739130434782608,0.6956521739130435,8.91304347826087,1.0,21
368,88,186,False,140,0,222,25,0,8,18,0,2,66,12957,3.52,8.96,0.0,0.72,22
369,59,141,False,63,282,37,22,0,20,19,0,0,80,14142,2.6818181818181817,1.6818181818181819,12.818181818181818,0.8636363636363636,162
370,54,116,False,117,151,15,19,16,16,18,0,4,95,12147,2.8421052631578947,1.0,7.947368421052632,0.9473684210526315,11
371,36,102,False,63,70,12,11,3,6,10,2,4,69,7174,3.272727272727273,1.4545454545454546,6.363636363636363,0.9090909090909091,7
372,43,115,False,88,16,40,12,0,8,5,0,0,48,6931,3.5833333333333335,3.3333333333333335,1.3333333333333333,0.4166666666666667,473
373,71,130,False,64,76,16,21,17,9,6,0,0,59,12068,3.380952380952381,0.7619047619047619,3.619047619047619,0.2857142857142857,29
374,52,1,False,101,106,33,29,1,13,14,0,8,66,15101,1.793103448275862,1.4137931034482758,3.6551724137931036,0.4827586206896552,28
375,50,237,False,20,10,107,17,8,6,12,0,12,29,8310,2.9411764705882355,7.0,0.5882352941176471,0.7058823529411765,4
376,43,149,True,79,4,9,14,10,7,12,4,6,60,7174,3.0714285714285716,1.0714285714285714,0.2857142857142857,0.8571428571428571,104
377,87,161,False,222,1,55,23,4,9,15,2,4,74,14064,3.782608695652174,2.5652173913043477,0.043478260869565216,0.6521739130434783,32
378,43,148,False,92,238,11,24,2,11,15,1,8,56,12890,1.7916666666666667,0.7916666666666666,9.916666666666666,0.625,23
379,26,187,False,37,290,36,24,0,11,9,0,0,38,10589,1.0833333333333333,1.5,12.083333333333334,0.375,5
380,40,154,False,116,92,73,25,13,10,19,2,10,61,13047,1.6,3.32,3.68,0.76,7
381,66,182,False,61,82,28,21,0,10,18,7,4,68,11863,3.142857142857143,1.5238095238095237,3.9047619047619047,0.8571428571428571,17
382,34,186,True,312,724,186,51,22,32,54,22,8,24,24207,0.6666666666666666,3.803921568627451,14.196078431372548,1.0588235294117647,14
383,40,165,False,82,14,121,23,14,9,16,0,2,52,12362,1.7391304347826086,5.3478260869565215,0.6086956521739131,0.6956521739130435,4
386,66,133,False,117,9,10,22,23,7,5,0,22,75,8399,3.0,1.4545454545454546,0.4090909090909091,0.22727272727272727,4706
387,28,120,False,55,106,11,18,0,12,13,0,0,41,12363,1.5555555555555556,0.6111111111111112,5.888888888888889,0.7222222222222222,114
389,49,158,False,73,12,62,20,0,15,13,1,0,78,10058,2.45,3.1,0.6,0.65,131
390,50,131,False,47,60,6,11,2,6,10,1,4,44,8096,4.545454545454546,0.9090909090909091,5.454545454545454,0.9090909090909091,38
391,38,1,False,41,22,6,16,0,5,5,0,2,67,10762,2.375,0.5,1.375,0.3125,149
392,45,110,False,122,212,6,19,4,11,18,10,18,97,14956,2.3684210526315788,1.263157894736842,11.157894736842104,0.9473684210526315,18
393,73,116,False,81,32,15,28,26,21,22,4,16,42,17499,2.607142857142857,1.1071428571428572,1.1428571428571428,0.7857142857142857,5
394,34,191,False,67,104,72,14,21,10,14,0,2,66,9101,2.4285714285714284,5.285714285714286,7.428571428571429,1.0,193
395,44,143,True,76,220,47,25,0,12,14,0,10,97,16074,1.76,2.28,8.8,0.56,18
396,77,193,False,248,108,178,29,40,23,28,0,36,83,14374,2.6551724137931036,7.379310344827586,3.7241379310344827,0.9655172413793104,10
397,28,163,False,39,8,28,17,0,12,12,0,14,49,9548,1.6470588235294117,2.4705882352941178,0.47058823529411764,0.7058823529411765,207
398,44,223,False,100,363,60,21,22,27,20,0,6,85,11029,2.0952380952380953,3.142857142857143,17.285714285714285,0.9523809523809523,60
399,24,130,False,67,66,15,14,0,12,11,6,2,78,10580,1.7142857142857142,1.2142857142857142,4.714285714285714,0.7857142857142857,4
402,34,197,False,87,215,4,34,15,12,18,0,0,74,15963,1.0,0.11764705882352941,6.323529411764706,0.5294117647058824,25
403,36,188,False,60,2,23,13,3,8,12,0,14,71,9123,2.769230769230769,2.8461538461538463,0.15384615384615385,0.9230769230769231,9
404,54,171,False,58,146,10,21,0,14,17,0,4,85,12933,2.5714285714285716,0.6666666666666666,6.9523809523809526,0.8095238095238095,34
406,95,1,False,148,182,48,45,20,15,41,0,0,48,20621,2.111111111111111,1.0666666666666667,4.044444444444444,0.9111111111111111,16
408,45,137,False,100,146,55,29,2,13,26,4,4,46,17434,1.5517241379310345,2.0344827586206895,5.0344827586206895,0.896551724137931,68
409,58,172,False,174,130,144,39,0,12,19,0,0,63,14783,1.4871794871794872,3.6923076923076925,3.3333333333333335,0.48717948717948717,3
410,47,247,False,73,341,7,34,3,13,16,0,0,73,17608,1.3823529411764706,0.20588235294117646,10.029411764705882,0.47058823529411764,46
411,93,160,False,116,368,60,25,0,24,28,0,8,65,13643,3.72,2.72,14.72,1.12,8
412,42,112,False,56,160,15,20,0,7,7,0,0,45,9638,2.1,0.75,8.0,0.35,25
413,36,111,False,30,8,73,25,0,13,2,0,6,52,12760,1.44,3.16,0.32,0.08,59
414,60,196,False,80,198,49,21,0,10,11,0,0,68,11771,2.857142857142857,2.3333333333333335,9.428571428571429,0.5238095238095238,13
415,46,163,False,42,33,37,20,6,10,10,0,4,41,13720,2.3,2.05,1.65,0.5,12
416,39,149,False,63,96,83,23,0,10,16,0,14,56,15395,1.6956521739130435,4.217391304347826,4.173913043478261,0.6956521739130435,40
417,40,182,False,46,26,12,10,0,5,9,3,4,110,7309,4.0,1.6,2.6,0.9,78
418,60,135,True,63,0,3,12,0,10,16,0,2,103,8191,5.0,0.4166666666666667,0.0,1.3333333333333333,1942
419,37,81,False,88,148,6,30,0,9,12,0,2,41,11212,1.2333333333333334,0.26666666666666666,4.933333333333334,0.4,26
421,25,126,False,109,177,14,22,19,17,14,0,4,105,13426,1.1363636363636365,0.8181818181818182,8.045454545454545,0.6363636363636364,24
422,61,188,False,94,48,21,17,0,13,8,0,26,55,11965,3.588235294117647,2.764705882352941,2.823529411764706,0.47058823529411764,19
423,45,161,False,12,0,3,13,0,7,12,4,2,50,9718,3.4615384615384617,0.38461538461538464,0.0,0.9230769230769231,14
424,65,128,False,162,346,9,31,0,13,9,0,4,47,16554,2.096774193548387,0.41935483870967744,11.161290322580646,0.2903225806451613,33
425,41,1,True,118,73,23,18,5,5,10,2,4,79,11649,2.2777777777777777,1.5,4.055555555555555,0.5555555555555556,37
426,74,170,False,217,20,62,17,0,13,5,8,8,80,8883,4.352941176470588,4.117647058823529,1.1764705882352942,0.29411764705882354,140
428,47,188,False,90,28,29,13,4,10,8,0,4,95,8369,3.6153846153846154,2.5384615384615383,2.1538461538461537,0.6153846153846154,39
430,43,216,False,69,163,6,36,13,10,20,0,0,48,19717,1.1944444444444444,0.16666666666666666,4.527777777777778,0.5555555555555556,8
431,26,223,False,52,163,29,16,0,11,8,0,0,45,11384,1.625,1.8125,10.1875,0.5,195
433,68,170,False,78,16,39,22,18,11,15,2,8,79,13910,3.090909090909091,2.1363636363636362,0.7272727272727273,0.6818181818181818,15
434,46,1,False,135,22,37,13,0,9,8,5,2,54,8052,3.5384615384615383,3.0,1.6923076923076923,0.6153846153846154,27
435,46,175,False,64,100,11,15,0,12,7,1,18,32,8539,3.066666666666667,1.9333333333333333,6.666666666666667,0.4666666666666667,112
436,43,167,False,63,266,13,50,62,13,29,8,2,85,21941,0.86,0.3,5.32,0.58,69
437,21,91,False,26,0,16,18,0,5,5,5,0,60,7382,1.1666666666666667,0.8888888888888888,0.0,0.2777777777777778,36
438,57,150,False,104,14,30,15,2,9,15,5,12,44,8669,3.8,2.8,0.9333333333333333,1.0,22
439,54,203,True,107,38,24,12,0,7,11,3,8,57,7286,4.5,2.6666666666666665,3.1666666666666665,0.9166666666666666,357
440,28,155,False,37,182,24,38,10,13,13,0,0,79,21735,0.7368421052631579,0.631578947368421,4.7894736842105265,0.34210526315789475,16
441,62,109,False,81,11,18,12,17,5,11,0,14,61,8742,5.166666666666667,2.6666666666666665,0.9166666666666666,0.9166666666666666,170
442,25,178,False,22,52,49,12,0,10,8,0,6,61,6937,2.0833333333333335,4.583333333333333,4.333333333333333,0.6666666666666666,87
444,42,141,False,55,2,0,14,0,13,13,0,0,52,9481,3.0,0.0,0.14285714285714285,0.9285714285714286,71
446,46,136,False,115,20,17,11,0,6,8,0,8,80,7726,4.181818181818182,2.272727272727273,1.8181818181818181,0.7272727272727273,20
448,55,156,False,75,99,24,23,5,8,32,0,2,26,14065,2.391304347826087,1.1304347826086956,4.304347826086956,1.391304347826087,144
449,46,84,False,111,22,91,27,0,16,28,0,22,71,13155,1.7037037037037037,4.185185185185185,0.8148148148148148,1.037037037037037,4
450,45,184,False,174,208,24,25,0,14,12,3,0,91,13607,1.8,0.96,8.32,0.48,6
451,46,1,False,95,26,44,18,0,9,13,0,14,41,8008,2.5555555555555554,3.2222222222222223,1.4444444444444444,0.7222222222222222,284
452,56,102,False,124,112,40,26,2,11,10,0,2,43,13099,2.1538461538461537,1.6153846153846154,4.3076923076923075,0.38461538461538464,30
453,51,178,False,71,37,55,25,11,12,13,0,4,87,11332,2.04,2.36,1.48,0.52,21
454,63,178,True,90,372,38,31,24,10,9,0,18,70,17416,2.032258064516129,1.8064516129032258,12.0,0.2903225806451613,10
455,50,148,False,117,2,20,11,19,8,11,0,26,49,7878,4.545454545454546,4.181818181818182,0.18181818181818182,1.0,1584
456,78,296,True,70,0,45,23,0,9,10,7,8,118,12820,3.391304347826087,2.3043478260869565,0.0,0.43478260869565216,95
457,21,97,True,25,108,0,12,0,11,6,0,0,92,7235,1.75,0.0,9.0,0.5,211
458,67,141,False,60,221,33,35,26,11,4,0,0,94,16304,1.9142857142857144,0.9428571428571428,6.314285714285714,0.11428571428571428,23
459,21,161,False,52,24,9,13,0,12,11,0,24,67,9111,1.6153846153846154,2.5384615384615383,1.8461538461538463,0.8461538461538461,7
460,61,120,False,73,162,34,29,2,12,17,6,2,80,16147,2.103448275862069,1.2413793103448276,5.586206896551724,0.5862068965517241,3
462,51,168,False,79,32,12,10,6,7,4,2,8,64,7203,5.1,2.0,3.2,0.4,209
463,38,159,False,85,115,0,21,0,10,16,2,0,92,11470,1.8095238095238095,0.0,5.476190476190476,0.7619047619047619,27
464,70,136,False,154,32,18,17,0,14,12,1,28,61,9509,4.117647058823529,2.7058823529411766,1.8823529411764706,0.7058823529411765,9
465,71,108,False,179,154,30,19,17,10,24,0,0,61,10225,3.736842105263158,1.5789473684210527,8.105263157894736,1.263157894736842,6
466,61,201,False,199,295,0,34,0,15,14,0,0,85,18205,1.7941176470588236,0.0,8.676470588235293,0.4117647058823529,97
467,36,214,False,48,40,66,19,9,12,18,5,10,49,9313,1.894736842105263,4.0,2.1052631578947367,0.9473684210526315,34
468,45,141,False,108,87,35,54,7,12,25,23,0,57,26822,0.8333333333333334,0.6481481481481481,1.6111111111111112,0.46296296296296297,23
469,39,203,False,174,76,49,18,0,20,13,2,6,55,15863,2.1666666666666665,3.0555555555555554,4.222222222222222,0.7222222222222222,9
471,111,178,False,80,96,40,29,0,16,11,0,6,103,17083,3.8275862068965516,1.5862068965517242,3.310344827586207,0.3793103448275862,10
472,33,170,False,57,55,14,15,0,12,5,0,0,69,9457,2.2,0.9333333333333333,3.6666666666666665,0.3333333333333333,2
473,73,240,False,251,166,67,24,0,29,56,9,26,53,13953,3.0416666666666665,3.875,6.916666666666667,2.3333333333333335,23
474,38,213,False,58,198,47,29,0,11,16,0,0,94,19370,1.3103448275862069,1.6206896551724137,6.827586206896552,0.5517241379310345,57
475,37,166,False,77,210,18,12,0,7,2,0,0,25,10313,3.0833333333333335,1.5,17.5,0.16666666666666666,6
476,35,169,False,47,124,11,15,0,8,7,0,2,55,9808,2.3333333333333335,0.8666666666666667,8.266666666666667,0.4666666666666667,9
477,42,0,False,180,331,31,52,4,14,18,0,10,74,22195,0.8076923076923077,0.7884615384615384,6.365384615384615,0.34615384615384615,6
